Sample ID,Date,Common,Species,Fish #,Method,Site,Time capture,Fyke_Num,Wet mass (g),Total L (cm),Fork L (cm),Sex,Gut content,Gut fullness (1-5),Liver mass (g),Gonad mass (g),Tags,Tag ID VEMCO,Tag ID FLOY,MK10 ID,Surgeon,Assistant,Time under,Tag activated,Surgery start,Surgery done,Surgery time,Recovered,Released,Recovery time,Total handling time,lat,long,Waypoint,Net set,Total captured,Fin clip,Muscle,Liver,Whole,Pics,Subsistence,Notes
S22,2/8/2017,Slimy sculpin,Cottus cognatus cognatus ,21,Fyke net,Fyke 1 (river),,3,18.3,14,,F,"digested 3Gammarus/Onisimus, grit",4,0.6,0.3,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,changed from 21 to 22
FH79,2/8/2017,Four horn sculpin,Myoxocephalus quadricornis,79,Fyke net,Fyke 1 (river),,3,84.8,24,,F,"11 Gammarus or Onisimus, 10 krill, 1 large chironomid larvae",3,3.4,3,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH78,2/8/2017,Four horn sculpin,Myoxocephalus quadricornis,78,Fyke net,Fyke 1 (river),,3,114.4,23.3,,F,"2 krill, 3 Gammarus or Onisimus, 3 large chironomid larvae",2,5.7,3.6,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
S31,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,30,Fyke net,Fyke 3,5:20,5,45.4,15.6,,F,"3 Gammarus/Onisimus, 3 giant chironomid",4,1.9,1.3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,gray liver and eggs
S30,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,29,Fyke net,Fyke 3,5:20,5,49.3,15.4,,F,"5 krill, grit, 5 Gammarus/Onisimus",4,2.3,1.3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S26,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,25,Fyke net,Fyke 3,5:20,5,59.7,16,,F,1 Gammarus/Onisimus,1,3.3,1.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S24,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,23,Fyke net,Fyke 3,5:20,5,69.7,17.7,,F,"16 Gammarus/Onisimus, many parasites in gut",3,3.5,2.3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S29,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,28,Fyke net,Fyke 3,5:20,5,72.2,17.6,,F,"7 amphipod, 1 Gammaracanthus sp., 3 krill, parasites in gut",4,3.5,2.2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S28,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,27,Fyke net,Fyke 3,5:20,5,73.4,18,,F,"1 jelly fish, 4 amphipods, 1 Gammaracanthus sp., parasites in gut",3,3,3.8,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S25,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,24,Fyke net,Fyke 3,5:20,5,73.7,17.7,,F,"1 Gammaracanthus sp., 11 amphipods",4,3.8,3.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S27,3/8/2017,Slimy sculpin,Cottus cognatus cognatus ,26,Fyke net,Fyke 3,5:20,5,80,17.7,,F,"1 Gammaracanthus sp., 2 Gammarus/Onisimus, digested",3,3.6,3.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
FH83,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,83,Fyke net,Fyke 3,5:20,5,184,26.5,,F,amphipod (digested),3,10,12.2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH82,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,82,Fyke net,Fyke 3,5:20,5,277.2,29,,F,"6 jellyfish, 42 Gammarus or Onisimus",3,17.3,23,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,Y,Y,Y,,Y,,
FH315,3/9/2017,Four horn sculpin,Myoxocephalus quadricornis,323,Fyke net,Fyke 1,6:00,7,64.6,18.2,,F,"400 krills, 1 fish frye, 2 amphipods",5,1.6,0.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH144,9/8/2017,Four horn sculpin,Myoxocephalus quadricornis,144,Fyke net,Fyke 1,19:00,21,69.2,20.5,,F,5 copepods,1,1.6,3.6,,,,,,,,,,,,,,,,,,,,,Y,,N,,Y,,Liver not taken in dissection
FH155,10/8/2017,Four horn sculpin,Myoxocephalus quadricornis,155,Fyke net,Fyke 1,20:15,25,231.6,26.5,,F,4 krill,1,14.9,21.2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,many nodules
FH157,10/8/2017,Four horn sculpin,Myoxocephalus quadricornis,157,Fyke net,Fyke 1,20:15,25,235.5,28,,F,8 red shrimp,2,18.1,19.4,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,
FH156,10/8/2017,Four horn sculpin,Myoxocephalus quadricornis,156,Fyke net,Fyke 1,20:15,25,280.8,27.2,,F,"100 gammarids, onisimus, 15 krill, char meat (bait)",5,13.2,11.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,
S40,12/8/2017,Slimy sculpin,Cottus cognatus cognatus ,40,Fyke net,Fyke 1,23:00,28,35.2,14.4,,F,"1 Gammaracanthus sp., 1 giant chironomid, 1 sea lice",3,0.8,0.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S41,12/8/2017,Slimy sculpin,Cottus cognatus cognatus ,41,Fyke net,Fyke 1,23:00,28,43,14.8,,F,"5 krill, 7 sea lice",4,1.3,0.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH181,13/8/2017,Four horn sculpin,Myoxocephalus quadricornis,181,Fyke net,Fyke 1,23:45,30,40.8,17.2,,F,"unidentified digesta, 1 large amphipod",3,0.9,0.5,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S47,13/8/2017,Slimy sculpin,Cottus cognatus cognatus ,47,Fyke net,Fyke 1,23:45,30,65.8,15.9,,F,"2 gammarid, ~180 krill, 6 sea fleas, 1 sea angel, Onisimus litoralis",5,2.7,1.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S48,13/8/2017,Slimy sculpin,Cottus cognatus cognatus ,48,Fyke net,Fyke 1,23:45,30,126.3,22.1,,F,"1 sea flea, 14 krill, 1 sea angel, 5 fish larvae, 1 piece plastic",2,2.3,2.2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S49,14/8/2017,Slimy sculpin,Cottus cognatus cognatus ,49,Fyke net,Fyke 3,10:15,31,68.5,17.5,,F,~90 Gammarids,5,2.7,1.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S50,15/8/2017,Slimy sculpin,Cottus cognatus cognatus ,50,Fyke net,Fyke 1 (river),0:15,32,78.7,17.4,,F,"~50 Gammarids, 3 sand fleas, 4 krill, 1 sea angel, 57 fish fry (sculpin, char? Cod?, 2 sand lance), 1 sand lance (6cm), 2 Onisimus litoralis, 3 Onisimus sp., 1 Gammaracanthus, 1 arrow worm",5,2.4,2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S59,16/8/2017,Slimy sculpin,Cottus cognatus cognatus ,59,Fyke net,Fyke 1 (river),,34,37.7,14,,F,"Gammarids, Onisimus sp, krill, 3.6g total mass (digested)",5,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
FH197,16/8/2017,Four horn sculpin,Myoxocephalus quadricornis,197,Fyke net,Fyke 1,,34,217.5,26.2,,F,"4 Onisimus sp, ~5 digested krill",2,13.9,21.8,,,,,,,,,,,,,,,,,,,,,Y,,N,,?,,Liver not taken in dissection
FH225,17/8/2017,Four horn sculpin,Myoxocephalus quadricornis,225,Fyke net,Fyke 1,14:30,36,23.6,14,,F,"8 krill, 2 mysid, 3 red amphipod",3,0.6,<0.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH224,17/8/2017,Four horn sculpin,Myoxocephalus quadricornis,224,Fyke net,Fyke 1,14:30,36,49.9,17.9,,F,"3 onisimus litoralis, ~50 mysids, 1 krill, 5 red amphipod, unidentified digesta",4,1.1,0.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,cystic nodules in tail muscle
FH223,17/8/2017,Four horn sculpin,Myoxocephalus quadricornis,223,Fyke net,Fyke 1,14:30,36,73.8,20.1,,F,"2 leaves,  1 onisimus litoralis, ~30 gammarids amd ~20 red amphipods (digested), 1 gammaracanthus sp, 1 mysid",3,2.3,1.6,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,cystic nodules in tail muscle
FH222,17/8/2017,Four horn sculpin,Myoxocephalus quadricornis,222,Fyke net,Fyke 1,14:30,36,105.5,21.7,,F,"krill and mysids (6.8g total), 1 Cnidarian jelly, 5 red amphipods",4,4.7,6.6,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,many nematodes in stomach
FH221,17/8/2017,Four horn sculpin,Myoxocephalus quadricornis,221,Fyke net,Fyke 1,14:30,36,,21.2,,F,"unidentified digesta, 1 sea angel, 1 krill, 1 mysid (small krill), 3 red amphipod",2,2.2,1.4,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,cystic parasites external to gut
S66,18/8/2017,Slimy sculpin,Cottus cognatus cognatus ,66,Fyke net,Fyke 1 (river),3:15,37,35.9,14.4,,F,"1 gammarid, 1 gammaracanthus, copepods and amphipods too digested to count, 1 fish fry",4,1.6,0.8,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH232,18/8/2017,Four horn sculpin,Myoxocephalus quadricornis,232,Fyke net,Fyke 1,3:15,37,278.4,28.1,,F,"1 arctic cod (9.5cm), 1 Onisimus litoralis, 2 fish fry, 6.3g unidentified digesta",3,17.8,24.5,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,cystic nodules on gut
FH237,19/8/2017,Four horn sculpin,Myoxocephalus quadricornis,237,Fyke net,Fyke 1,3:45,38,103.9,24,,F,"1 red amphipod, 1 fish larvae, 3 onisimata litoralis",2,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,
FH234,19/8/2017,Four horn sculpin,Myoxocephalus quadricornis,234,Fyke net,Fyke 1,3:45,38,212.2,27.5,,F,"4 onisimata litoralis, 6 red amphipods, 9 fish eyes, 1 copepod, 2 fish larvae",2,10.5,15.4,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,
FH249,21/8/2017,Four horn sculpin,Myoxocephalus quadricornis,257,Fyke net,Fyke 1,7:15,45,192.1,26.4,,F,"7 onisimus litoralis, 1 copepod",3,15.4,18.9,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,leeches preserved
S85,22/8/2017,Slimy sculpin,Cottus cognatus cognatus ,91,Fyke net,Fyke 1,7:30,46,50.5,16,,F,1 sea angel 1 krill,1,1.7,1.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,"deep orange liver, immature ovaries",
S84,22/8/2017,Slimy sculpin,Cottus cognatus cognatus ,90,Fyke net,Fyke 1,7:30,46,52.8,15.5,,F,"3 krill, 2 sea angel, 2 Onisimata, fish bits",3,2.3,1.6,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,deep orange liver,
S86,22/8/2017,Slimy sculpin,Cottus cognatus cognatus ,92,Fyke net,Fyke 1,7:30,46,107.3,21.5,,F,"20 fish larvae, 6 smails, 1 large isopod (4 cm, preserved)",4,2.1,1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,pale liver,
FH7,23/7/2017,Four horn sculpin,Myoxocephalus quadricornis,7,Fyke net,River Fyke 1,9:10,47,69,19,,F,"Gammarus or Onisimus, Eusirus or Apherusa",5,,,,,,,,,,,,,,,,,,72.35741,81.09669,,,,,Y,Y,,,,gravid
FH11,23/7/2017,Four horn sculpin,Myoxocephalus quadricornis,11,Fyke net,River Fyke 2,9:10,47,225.7,27.2,,F,"Empty, digested intestine",1 (4 intestine),,,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,gravid
S87,23/8/2017,Slimy sculpin,Cottus cognatus cognatus ,93,Fyke net,fyke 1,8:45,48,116.3,19.9,,F,"3 cm sculpin larvae, 2 sand fleas, lots of fish eyes, 10 red amphipods",4,6.5,8,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S2,24/7/2017,Slimy sculpin,Cottus cognatus cognatus ,2,Fyke net,Fyke 2 (camp),18:40,49,33.3,13.2,,F,"Onisimus (9), Gammarus (31), Gammaracanthus sp. (1)",4,1.4,0.5,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,eggs
FH13,24/7/2017,Four horn sculpin,Myoxocephalus quadricornis,13,Fyke net,River Fyke 2,9:08,50,57.1,15.5,,F,Gammarus or Onisimus ~40,5,,,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,
FH22,24/7/2017,Four horn sculpin,Myoxocephalus quadricornis,22,Fyke net,Fyke 2 (camp),18:40,49,74.2,20.7,,F,"Gammarus or Onisimus (8), krill (1), shrimp (8)",2,3.1,2.3,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,
FH20,24/7/2017,Four horn sculpin,Myoxocephalus quadricornis,20,Fyke net,Fyke 2 (camp),18:40,49,99.8,22.2,,F,"Krill (6), shrimp (9), grit, Gammarus or Onisimus (12)",3,3.5,2,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,
FH18,24/7/2017,Four horn sculpin,Myoxocephalus quadricornis,18,Fyke net,Fyke 2 (camp),18:40,49,100,21,,F,Gammarus or Onisimus (30),5,,,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,
FH258,24/8/2017,Four horn sculpin,Myoxocephalus quadricornis,266,Fyke net,Fyke 1,8:30,51,5,7,,F,3 fish larvae + 1 onisimata litoralois,5,0.5,<0.1,,,,,,,,,,,,,,,,,,,,,y,y,y,,y,,
S6,25/8/2017,Slimy sculpin,Cottus cognatus cognatus ,6,Fyke net,Fyke 2 (camp),9:00,54,42,14.6,,F,"grit (1),Gammarus (5), digested",2,1.3,0.9,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,eggs
S4,25/8/2017,Slimy sculpin,Cottus cognatus cognatus ,4,Fyke net,Fyke 2 (camp),9:00,54,55.5,15.8,,F,"Gammaracanthus sp. (3), Gammarus (23)",3,1.9,1.9,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,Y,Y,,,,eggs
S13,26/7/2017,Slimy sculpin,Cottus cognatus cognatus ,13,Fyke net,Fyke 1 (river),10:30,55,59.2,16,,F,"Gammarus/Onisimus (35), krill (1), Gammaracanthus sp. (1)",4,2.7,1.9,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH28,26/7/2017,Four horn sculpin,Myoxocephalus quadricornis,28,Fyke net,Fyke 1 (river),10:30,55,175,25.4,,F,"Gammarus or Onisimus (30), krill (1), Gammaracanthus sp.(3)",3,9.5,9.6,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH27,26/7/2017,Four horn sculpin,Myoxocephalus quadricornis,27,Fyke net,Fyke 1 (river),10:30,55,218.6,27,,F,"Gammarus or Onisimus (18), rock (1), leaves",2,12.3,8.1,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH278,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,286,Fyke net,Fyke 1,11:30,65,400,30,,F,"24 shrimps, fish fry eyes, krills",5,27.7,26.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,y,,Euthanized
FH9,23/7/2017,Four horn sculpin,Myoxocephalus quadricornis,9,Fyke net,River Fyke 1,9:10,47,14,6.2,,I,"digested, too small",1,,,,,,,,,,,,,,,,,,72.35741,81.09669,,,,,Y,Y,,,,
FH10,23/7/2017,Four horn sculpin,Myoxocephalus quadricornis,10,Fyke net,River Fyke 1,9:10,47,17,6.6,,I,Gammarus or Onisimus,4,,,,,,,,,,,,,,,,,,72.35741,81.09669,,,,,Y,Y,,,,
S3,24/7/2017,Slimy sculpin,Cottus cognatus cognatus ,3,Fyke net,Fyke 2 (camp),18:40,49,0.8,4.2,,I,Onisimus (3),3,too small,,,,,,,,,,,,,,,,,72.3567,81.0975,,,,,,N,,,,"Liver too small, not kept"
S23,2/8/2017,Slimy sculpin,Cottus cognatus cognatus ,22,Fyke net,Fyke 1 (river),,3,6.7,11.4,,M,"3 krill, 3 Gammarus/Onisimus, grit",3,0.3,<0.1,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,changed from 22 to 23
FH81,2/8/2017,Four horn sculpin,Myoxocephalus quadricornis,81,Fyke net,Fyke 1 (river),,3,33.7,18.8,,M,37 krill,3,0.6,1.4,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH80,2/8/2017,Four horn sculpin,Myoxocephalus quadricornis,80,Fyke net,Fyke 1 (river),,3,27.9,17.9,,M,"digested amphipods, grit",2,0.6,0.1,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,Y,Y,,,,
FH87,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,87,Fyke net,Fyke 3,5:20,5,23,14.5,,M,"1 krill, 2 amphipod",2,0.5,0.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH88,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,88,Fyke net,Fyke 3,5:20,5,24.6,14.5,,M,"1 krill, 2 Gammarus or Onisimus (digested), parasites",2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH85,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,85,Fyke net,Fyke 3,5:20,5,76.9,21,,M,"1 krill, 13 amphipod",3,2.4,2.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH86,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,86,Fyke net,Fyke 3,5:20,5,84.8,22,,M,5 amphipod (digested),2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH84,3/8/2017,Four horn sculpin,Myoxocephalus quadricornis,84,Fyke net,Fyke 3,5:20,5,155.2,25.5,,M,3 amphipod (digested),2,3.5,8.5,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S33,6/8/2017,Slimy Sculpin,Cottus cognatus cognatus ,33,Fyke net,Fyke 3,9:00,14,50.5,16,,M,"~10 copepods, ~10 krill, ~15 Onisimus or Eusirus, ~15 gammarus",5,1.5,<0.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
S32,6/8/2017,Slimy Sculpin,Cottus cognatus cognatus ,32,Fyke net,Fyke 3,9:00,14,78.6,17.9,,M,"~10 krill, ~20 amphipods, ~1 Gammaracanthus sp., ~10 Onisimus or Eusirus",5,4.2,0.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,
FH106,7/8/2017,Four horn sculpin,Myoxocephalus quadricornis,106,Fyke net,Fyke 1,17:00,16,25.5,14.7,,M,12 Amphipods: 10 Onisimus? 2 Gammarus,2,0.6,1.4,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH105,7/8/2017,Four horn sculpin,Myoxocephalus quadricornis,105,Fyke net,Fyke 1,17:00,16,33.9,15.3,,M,20 Gammarus sp.,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH145,9/8/2017,Four horn sculpin,Myoxocephalus quadricornis,145,Fyke net,Fyke 1,19:00,21,48,18,,M,nothing,1,1.5,0.9,,,,,,,,,,,,,,,,,,,,,Y,,N,,Y,,Liver not taken in dissection
S34,9/8/2017,Slimy sculpin,Cottus cognatus cognatus ,34,Fyke net,Fyke 1,19:00,21,62.5,17,,M,unidentified digesta,4,3.1,1.7,,,,,,,,,,,,,,,,,,,,,Y,,N,,Y,,Liver not taken in dissection
FH143,9/8/2017,Four horn sculpin,Myoxocephalus quadricornis,143,Fyke net,Fyke 1,19:00,21,68.1,20,,M,"1 amphipod, 3 krill, unidentified digesta",2,2.4,1.6,,,,,,,,,,,,,,,,,,,,,Y,,N,,Y,,Liver not taken in dissection
FH142,9/8/2017,Four horn sculpin,Myoxocephalus quadricornis,142,Fyke net,Fyke 1,19:00,21,150.2,25.5,,M,2 amphipods,1,3.8,8.8,,,,,,,,,,,,,,,,,,,,,Y,,N,,Y,,Liver not taken in dissection
S37,10/8/2017,Slimy sculpin,Cottus cognatus cognatus ,37,Fyke net,Fyke 1,20:53,25,34.2,14.5,,M,"25 krill, 3 red shrimp",4,1,0.6,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
FH151,10/8/2017,Four horn sculpin,Myoxocephalus quadricornis,151,Fyke net,Fyke 1,9:00,24,50.1,18,,M,"20 krill, 2 copepods",3,1.1,1.1,,,,,,,,,,,,,,,,,,,,,Y,,N,,,,Liver not taken in dissection
FH154,10/8/2017,Four horn sculpin,Myoxocephalus quadricornis,154,Fyke net,Fyke 1,20:15,25,59.7,18.8,,M,"4 krill, 5 amphipods",2,2.2,0.3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,
S38,12/8/2017,Slimy sculpin,Cottus cognatus cognatus ,38,Fyke net,Fyke 1,10:00,27,21.8,12.5,,M,"2 sea lice, 1 chironomid, 13 copepods, 2 Onisimus sp., 2 gammarids",3,0.7,<0.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S42,12/8/2017,Slimy sculpin,Cottus cognatus cognatus ,42,Fyke net,Fyke 1,23:00,28,27.7,12.9,,M,23 krill,3,0.5,0.7,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S39,12/8/2017,Slimy sculpin,Cottus cognatus cognatus ,39,Fyke net,Fyke 1,10:00,27,39.8,15.2,,M,"1 Caprellid amphipod, 1 copepod, 19 fish eyes, 1 nematode parasite?",3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
S44,13/8/2017,Slimy sculpin,Cottus cognatus cognatus ,44,Fyke net,Fyke 1,11:00,29,11.9,9.8,,M,2 Onisimus so.,2,0.4,0.1,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,
